Step,Timestamp,Time (s),RAM Usage (GB),GPU Memory Usage (GB)
271,2024-12-04 18:14:48,96.11,15.24,3.68
272,2024-12-04 18:14:48,96.45,15.24,3.68
273,2024-12-04 18:14:49,96.80,15.24,3.68
274,2024-12-04 18:14:49,97.16,15.24,3.68
275,2024-12-04 18:14:49,97.52,15.24,3.68
276,2024-12-04 18:14:50,97.88,15.24,3.68
277,2024-12-04 18:14:50,98.23,15.24,3.68
278,2024-12-04 18:14:50,98.57,15.24,3.68
279,2024-12-04 18:14:51,98.94,15.24,3.68
280,2024-12-04 18:14:51,99.29,15.24,3.68
281,2024-12-04 18:14:51,99.65,15.24,3.68
282,2024-12-04 18:14:52,100.01,15.24,3.68
283,2024-12-04 18:14:52,100.35,15.24,3.68
284,2024-12-04 18:14:52,100.71,15.24,3.68
285,2024-12-04 18:14:53,101.06,15.24,3.68
286,2024-12-04 18:14:53,101.42,15.24,3.68
287,2024-12-04 18:14:54,101.78,15.24,3.68
288,2024-12-04 18:14:54,102.14,15.24,3.68
289,2024-12-04 18:14:54,102.50,15.24,3.68
290,2024-12-04 18:14:55,102.85,15.24,3.68
291,2024-12-04 18:14:55,103.19,15.24,3.68
292,2024-12-04 18:14:55,103.54,15.24,3.68
293,2024-12-04 18:14:56,103.90,15.24,3.68
294,2024-12-04 18:14:56,104.25,15.24,3.68
295,2024-12-04 18:14:56,104.60,15.24,3.68
296,2024-12-04 18:14:57,104.95,15.24,3.68
297,2024-12-04 18:14:57,105.31,15.24,3.68
298,2024-12-04 18:14:57,105.64,15.24,3.68
299,2024-12-04 18:14:58,106.00,15.24,3.68
300,2024-12-04 18:14:58,106.36,15.24,3.68
301,2024-12-04 18:14:58,106.70,15.24,3.68
302,2024-12-04 18:14:59,107.07,15.24,3.68
303,2024-12-04 18:14:59,107.42,15.24,3.68
304,2024-12-04 18:15:00,107.77,15.24,3.68
305,2024-12-04 18:15:00,108.11,15.24,3.68
306,2024-12-04 18:15:00,108.46,15.24,3.68
307,2024-12-04 18:15:01,108.83,15.24,3.68
308,2024-12-04 18:15:01,109.17,15.24,3.68
309,2024-12-04 18:15:01,109.51,15.24,3.68
310,2024-12-04 18:15:02,109.85,15.24,3.68
311,2024-12-04 18:15:02,110.22,15.24,3.68
312,2024-12-04 18:15:02,110.57,15.24,3.68
313,2024-12-04 18:15:03,110.93,15.24,3.68
314,2024-12-04 18:15:03,111.29,15.24,3.68
315,2024-12-04 18:15:03,111.65,15.24,3.68
316,2024-12-04 18:15:04,112.00,15.24,3.68
317,2024-12-04 18:15:04,112.34,15.24,3.68
318,2024-12-04 18:15:04,112.69,15.24,3.68
319,2024-12-04 18:15:05,113.05,15.24,3.68
320,2024-12-04 18:15:05,113.39,15.24,3.68
321,2024-12-04 18:15:05,113.71,15.24,3.68
322,2024-12-04 18:15:06,114.05,15.24,3.68
323,2024-12-04 18:15:06,114.40,15.24,3.68
324,2024-12-04 18:15:07,114.75,15.24,3.68
325,2024-12-04 18:15:07,115.09,15.24,3.68
326,2024-12-04 18:15:07,115.44,15.24,3.68
327,2024-12-04 18:15:08,115.79,15.24,3.68
328,2024-12-04 18:15:08,116.14,15.24,3.68
329,2024-12-04 18:15:08,116.49,15.24,3.68
330,2024-12-04 18:15:09,116.85,15.24,3.68
331,2024-12-04 18:15:09,117.21,15.24,3.68
332,2024-12-04 18:15:09,117.57,15.24,3.68
333,2024-12-04 18:15:10,117.91,15.24,3.68
334,2024-12-04 18:15:10,118.25,15.24,3.68
335,2024-12-04 18:15:10,118.60,15.24,3.68
336,2024-12-04 18:15:11,118.93,15.24,3.68
337,2024-12-04 18:15:11,119.27,15.24,3.68
338,2024-12-04 18:15:11,119.61,15.24,3.68
339,2024-12-04 18:15:12,119.95,15.24,3.68
340,2024-12-04 18:15:12,120.31,15.24,3.68
341,2024-12-04 18:15:12,120.66,15.24,3.68
342,2024-12-04 18:15:13,121.02,15.24,3.68
343,2024-12-04 18:15:13,121.37,15.24,3.68
344,2024-12-04 18:15:13,121.72,15.24,3.68
345,2024-12-04 18:15:14,122.09,15.24,3.68
346,2024-12-04 18:15:14,122.44,15.24,3.68
347,2024-12-04 18:15:15,122.79,15.24,3.68
348,2024-12-04 18:15:15,123.15,15.24,3.68
349,2024-12-04 18:15:15,123.51,15.24,3.68
350,2024-12-04 18:15:16,123.86,15.24,3.68
351,2024-12-04 18:15:16,124.21,15.24,3.68
352,2024-12-04 18:15:16,124.57,15.24,3.68
353,2024-12-04 18:15:17,124.92,15.24,3.68
354,2024-12-04 18:15:17,125.28,15.24,3.68
355,2024-12-04 18:15:17,125.64,15.24,3.68
356,2024-12-04 18:15:18,125.99,15.24,3.68
357,2024-12-04 18:15:18,126.35,15.24,3.68
358,2024-12-04 18:15:18,126.70,15.24,3.68
359,2024-12-04 18:15:19,127.06,15.24,3.68
360,2024-12-04 18:15:19,127.42,15.24,3.68
361,2024-12-04 18:15:20,127.76,15.24,3.68
362,2024-12-04 18:15:20,128.10,15.24,3.68
363,2024-12-04 18:15:20,128.42,15.24,3.68
364,2024-12-04 18:15:21,128.78,15.24,3.68
365,2024-12-04 18:15:21,129.13,15.24,3.68
366,2024-12-04 18:15:21,129.49,15.24,3.68
367,2024-12-04 18:15:22,129.85,15.24,3.68
368,2024-12-04 18:15:22,130.20,15.24,3.68
369,2024-12-04 18:15:22,130.55,15.24,3.68
370,2024-12-04 18:15:23,130.88,15.24,3.68
371,2024-12-04 18:15:23,131.25,15.24,3.68
372,2024-12-04 18:15:23,131.59,15.24,3.68
373,2024-12-04 18:15:24,131.95,15.24,3.68
374,2024-12-04 18:15:24,132.30,15.24,3.68
375,2024-12-04 18:15:24,132.66,15.24,3.68
376,2024-12-04 18:15:25,133.01,15.24,3.68
377,2024-12-04 18:15:25,133.37,15.24,3.68
378,2024-12-04 18:15:26,133.73,15.24,3.68
379,2024-12-04 18:15:26,134.09,15.24,3.68
380,2024-12-04 18:15:26,134.45,15.24,3.68
381,2024-12-04 18:15:27,134.79,15.24,3.68
382,2024-12-04 18:15:27,135.15,15.24,3.68
383,2024-12-04 18:15:27,135.52,15.24,3.68
384,2024-12-04 18:15:28,135.88,15.24,3.68
385,2024-12-04 18:15:28,136.24,15.24,3.68
386,2024-12-04 18:15:28,136.60,15.24,3.68
387,2024-12-04 18:15:29,136.93,15.24,3.68
388,2024-12-04 18:15:29,137.28,15.24,3.68
389,2024-12-04 18:15:29,137.62,15.24,3.68
390,2024-12-04 18:15:30,137.97,15.24,3.68
391,2024-12-04 18:15:30,138.33,15.24,3.68
392,2024-12-04 18:15:30,138.69,15.24,3.68
393,2024-12-04 18:15:31,139.05,15.24,3.68
394,2024-12-04 18:15:31,139.37,15.24,3.68
395,2024-12-04 18:15:31,139.68,15.24,3.68
396,2024-12-04 18:15:32,140.02,15.24,3.68
397,2024-12-04 18:15:32,140.38,15.24,3.68
398,2024-12-04 18:15:33,140.75,15.24,3.68
399,2024-12-04 18:15:33,141.11,15.24,3.68
400,2024-12-04 18:15:33,141.46,15.24,3.68
401,2024-12-04 18:15:34,141.81,15.24,3.68
402,2024-12-04 18:15:34,142.14,15.24,3.68
403,2024-12-04 18:15:34,142.48,15.24,3.68
404,2024-12-04 18:15:35,142.83,15.24,3.68
405,2024-12-04 18:15:35,143.19,15.24,3.68
406,2024-12-04 18:15:35,143.54,15.24,3.68
407,2024-12-04 18:15:36,143.89,15.24,3.68
408,2024-12-04 18:15:36,144.23,15.24,3.68
409,2024-12-04 18:15:36,144.58,15.24,3.68
410,2024-12-04 18:15:37,144.93,15.24,3.68
411,2024-12-04 18:15:37,145.26,15.24,3.68
412,2024-12-04 18:15:37,145.59,15.24,3.68
413,2024-12-04 18:15:38,145.94,15.24,3.68
414,2024-12-04 18:15:38,146.29,15.24,3.68
415,2024-12-04 18:15:38,146.65,15.24,3.68
416,2024-12-04 18:15:39,146.99,15.24,3.68
417,2024-12-04 18:15:39,147.32,15.24,3.68
418,2024-12-04 18:15:39,147.67,15.24,3.68
419,2024-12-04 18:15:40,148.03,15.24,3.68
420,2024-12-04 18:15:40,148.39,15.24,3.68
421,2024-12-04 18:15:41,148.75,15.24,3.68
422,2024-12-04 18:15:41,149.10,15.24,3.68
423,2024-12-04 18:15:41,149.44,15.24,3.68
424,2024-12-04 18:15:42,149.79,15.24,3.68
425,2024-12-04 18:15:42,150.14,15.24,3.68
426,2024-12-04 18:15:42,150.50,15.24,3.68
427,2024-12-04 18:15:43,150.84,15.24,3.68
428,2024-12-04 18:15:43,151.19,15.24,3.68
429,2024-12-04 18:15:43,151.53,15.24,3.68
430,2024-12-04 18:15:44,151.86,15.24,3.68
431,2024-12-04 18:15:44,152.22,15.24,3.68
432,2024-12-04 18:15:44,152.58,15.24,3.68
433,2024-12-04 18:15:45,152.93,15.24,3.68
434,2024-12-04 18:15:45,153.26,15.24,3.68
435,2024-12-04 18:15:45,153.59,15.24,3.68
436,2024-12-04 18:15:46,153.93,15.24,3.68
437,2024-12-04 18:15:46,154.29,15.24,3.68
438,2024-12-04 18:15:46,154.62,15.24,3.68
439,2024-12-04 18:15:47,154.97,15.24,3.68
440,2024-12-04 18:15:47,155.34,15.24,3.68
441,2024-12-04 18:15:47,155.70,15.24,3.68
442,2024-12-04 18:15:48,156.03,15.24,3.68
443,2024-12-04 18:15:48,156.38,15.24,3.68
444,2024-12-04 18:15:49,156.73,15.24,3.68
445,2024-12-04 18:15:49,157.07,15.24,3.68
446,2024-12-04 18:15:49,157.43,15.24,3.68
447,2024-12-04 18:15:50,157.79,15.24,3.68
448,2024-12-04 18:15:50,158.14,15.24,3.68
449,2024-12-04 18:15:50,158.49,15.24,3.68
450,2024-12-04 18:15:51,158.84,15.24,3.68
