Step,Timestamp,Time (s),RAM Usage (GB),GPU Memory Usage (GB)
468,2024-12-04 04:08:16,451.12,17.49,5.09
469,2024-12-04 04:08:17,452.09,17.49,5.09
470,2024-12-04 04:08:18,453.05,17.49,5.09
471,2024-12-04 04:08:19,454.01,17.49,5.09
472,2024-12-04 04:08:20,454.97,17.49,5.09
473,2024-12-04 04:08:21,455.93,17.49,5.09
474,2024-12-04 04:08:22,456.90,17.49,5.09
475,2024-12-04 04:08:23,457.86,17.49,5.09
476,2024-12-04 04:08:24,458.81,17.49,5.09
477,2024-12-04 04:08:25,459.77,17.49,5.09
478,2024-12-04 04:08:26,460.74,17.49,5.09
479,2024-12-04 04:08:27,461.71,17.49,5.09
480,2024-12-04 04:08:27,462.66,17.49,5.09
481,2024-12-04 04:08:28,463.63,17.49,5.09
482,2024-12-04 04:08:29,464.59,17.49,5.09
483,2024-12-04 04:08:30,465.54,17.49,5.09
484,2024-12-04 04:08:31,466.50,17.49,5.09
485,2024-12-04 04:08:32,467.47,17.49,5.09
486,2024-12-04 04:08:33,468.43,17.49,5.09
487,2024-12-04 04:08:34,469.39,17.49,5.09
488,2024-12-04 04:08:35,470.35,17.49,5.09
489,2024-12-04 04:08:36,471.33,17.49,5.09
490,2024-12-04 04:08:37,472.29,17.49,5.09
491,2024-12-04 04:08:38,473.25,17.49,5.09
492,2024-12-04 04:08:39,474.22,17.49,5.09
493,2024-12-04 04:08:40,475.18,17.49,5.09
494,2024-12-04 04:08:41,476.14,17.49,5.09
495,2024-12-04 04:08:42,477.10,17.49,5.09
496,2024-12-04 04:08:43,478.06,17.49,5.09
497,2024-12-04 04:08:44,479.02,17.49,5.09
498,2024-12-04 04:08:45,479.98,17.49,5.09
499,2024-12-04 04:08:46,480.94,17.49,5.09
500,2024-12-04 04:08:47,481.91,17.49,5.09
501,2024-12-04 04:08:48,482.88,17.49,5.09
502,2024-12-04 04:08:49,483.85,17.49,5.09
503,2024-12-04 04:08:50,484.81,17.49,5.09
504,2024-12-04 04:08:51,485.78,17.49,5.09
505,2024-12-04 04:08:52,486.74,17.49,5.09
506,2024-12-04 04:08:53,487.71,17.49,5.09
507,2024-12-04 04:08:53,488.67,17.49,5.09
508,2024-12-04 04:08:54,489.63,17.49,5.09
509,2024-12-04 04:08:55,490.59,17.49,5.09
510,2024-12-04 04:08:56,491.55,17.49,5.09
